Subject ID;Video ID;Attention (Proprietary measure of mental focus);Mediation (Proprietary measure of calmness);Raw (Raw EEG signal);Delta (1-3 Hz of power spectrum);Theta (4-7 Hz of power spectrum);Alpha 1 (Lower 8-11 Hz of power spectrum);Alpha 2 (Higher 8-11 Hz of power spectrum);Beta 1 (Lower 12-29 Hz of power spectrum);Beta 2 (Higher 12-29 Hz of power spectrum);Gamma 1 (Lower 30-100 Hz of power spectrum);Gamma 2 (Higher 30-100 Hz of power spectrum); predefined label (whether the subject is expected to be confused);user-defined label (whether the subject is actually confused)
9000000000000000000,00;0.000000000000000000e+00;2,90E+19;6,60E+19;1,00E+18;8,09E+23;3,75E+22;1,31E+22;6,26E+22;2,90E+22;1,69E+22;2,49E+22;1,29E+21;0.000000000000000000e+00;1,00E+18
9000000000000000000,00;0.000000000000000000e+00;2,00E+19;6,70E+19;-1,81E+20;1,80E+24;1,43E+23;2,40E+22;4,67E+22;1,25E+22;1,00E+22;9,87E+21;3,80E+21;0.000000000000000000e+00;1,00E+18
9000000000000000000,00;0.000000000000000000e+00;1,10E+19;7,50E+19;1,13E+20;1,11E+23;3,72E+22;8,01E+21;4,91E+21;1,41E+21;5,05E+21;5,15E+21;5,38E+20;0.000000000000000000e+00;1,00E+18
9000000000000000000,00;0.000000000000000000e+00;3,00E+19;6,70E+19;-4,50E+19;1,69E+23;9,47E+21;2,65E+21;1,70E+22;2,89E+20;2,79E+22;1,59E+21;6,84E+20;0.000000000000000000e+00;1,00E+18
9000000000000000000,00;0.000000000000000000e+00;4,00E+19;6,30E+19;-9,70E+19;8,36E+23;3,80E+22;1,87E+22;2,96E+22;1,60E+22;3,33E+22;2,95E+22;1,01E+21;0.000000000000000000e+00;1,00E+18
9000000000000000000,00;0.000000000000000000e+00;5,40E+19;6,00E+19;-1,65E+20;9,42E+23;8,53E+22;9,58E+21;2,81E+22;1,51E+22;2,86E+22;3,48E+22;1,67E+21;0.000000000000000000e+00;1,00E+18
9000000000000000000,00;0.000000000000000000e+00;6,00E+19;6,70E+19;3,04E+20;1,13E+24;6,62E+22;3,66E+22;3,17E+22;1,58E+22;2,27E+22;5,36E+21;4,37E+21;0.000000000000000000e+00;1,00E+18
9000000000000000000,00;0.000000000000000000e+00;3,80E+19;6,00E+19;2,21E+20;1,91E+24;7,61E+23;6,02E+22;1,15E+23;2,37E+22;8,31E+22;6,43E+22;7,69E+21;0.000000000000000000e+00;1,00E+18
9000000000000000000,00;0.000000000000000000e+00;3,50E+19;5,70E+19;-7,10E+19;7,92E+23;1,40E+23;2,93E+22;1,09E+23;8,99E+22;8,84E+22;1,25E+23;7,98E+21;0.000000000000000000e+00;1,00E+18
9000000000000000000,00;0.000000000000000000e+00;2,60E+19;6,90E+19;-1,34E+20;2,54E+23;1,43E+22;1,94E+22;3,14E+21;2,81E+21;3,53E+21;9,64E+21;2,86E+20;0.000000000000000000e+00;1,00E+18
9000000000000000000,00;0.000000000000000000e+00;2,90E+19;6,90E+19;3,23E+20;2,76E+23;7,74E+21;5,67E+21;3,72E+21;1,58E+21;4,09E+21;3,38E+21;4,08E+20;0.000000000000000000e+00;1,00E+18
9000000000000000000,00;0.000000000000000000e+00;3,80E+19;7,50E+19;-7,70E+19;2,22E+23;3,23E+22;2,87E+21;9,50E+21;1,88E+21;8,59E+21;3,45E+21;5,97E+20;0.000000000000000000e+00;1,00E+18
9000000000000000000,00;0.000000000000000000e+00;3,50E+19;7,40E+19;-7,00E+18;8,55E+23;7,89E+22;4,65E+22;1,43E+22;3,06E+22;2,72E+22;3,13E+22;2,67E+21;0.000000000000000000e+00;1,00E+18
9000000000000000000,00;0.000000000000000000e+00;4,30E+19;6,10E+19;3,48E+20;6,10E+23;7,27E+22;1,57E+22;1,86E+22;1,42E+22;2,44E+22;2,11E+22;2,25E+21;0.000000000000000000e+00;1,00E+18
9000000000000000000,00;0.000000000000000000e+00;3,70E+19;5,30E+19;1,71E+20;9,70E+22;1,94E+22;1,37E+21;6,15E+21;2,37E+21;3,35E+21;5,81E+21;3,03E+20;0.000000000000000000e+00;1,00E+18
9000000000000000000,00;0.000000000000000000e+00;3,80E+19;5,10E+19;-3,05E+20;7,45E+23;7,31E+22;1,99E+22;1,20E+22;3,34E+22;2,56E+22;1,87E+22;2,47E+21;0.000000000000000000e+00;1,00E+18
9000000000000000000,00;0.000000000000000000e+00;4,70E+19;4,70E+19;-1,40E+19;2,15E+23;1,25E+23;9,29E+21;4,48E+22;1,47E+22;8,18E+22;7,52E+21;2,37E+21;0.000000000000000000e+00;1,00E+18
9000000000000000000,00;0.000000000000000000e+00;4,80E+19;4,70E+19;3,60E+19;1,06E+24;2,14E+23;3,03E+22;9,32E+22;4,91E+22;9,74E+22;1,26E+23;5,35E+21;0.000000000000000000e+00;1,00E+18
9000000000000000000,00;0.000000000000000000e+00;5,30E+19;4,40E+19;-8,60E+19;6,72E+23;5,21E+23;1,36E+23;5,24E+22;3,96E+22;1,36E+23;4,94E+22;8,70E+21;0.000000000000000000e+00;1,00E+18
9000000000000000000,00;0.000000000000000000e+00;4,40E+19;4,70E+19;3,11E+20;1,71E+24;9,49E+22;1,95E+22;1,64E+22;1,89E+22;1,38E+22;2,42E+22;1,41E+21;0.000000000000000000e+00;1,00E+18
9000000000000000000,00;0.000000000000000000e+00;3,00E+19;5,00E+19;1,01E+20;8,03E+23;1,22E+23;1,39E+22;4,10E+22;5,59E+21;1,75E+22;2,45E+22;1,36E+21;0.000000000000000000e+00;1,00E+18
9000000000000000000,00;0.000000000000000000e+00;2,00E+19;4,10E+19;-4,30E+19;1,45E+24;1,84E+23;2,19E+22;1,59E+22;1,42E+22;1,54E+22;1,37E+22;2,57E+21;0.000000000000000000e+00;1,00E+18
9000000000000000000,00;0.000000000000000000e+00;8,00E+18;4,10E+19;-9,40E+19;6,21E+23;8,00E+23;1,96E+22;1,95E+23;1,52E+22;6,40E+22;7,55E+22;1,66E+22;0.000000000000000000e+00;1,00E+18
9000000000000000000,00;0.000000000000000000e+00;1,00E+19;4,30E+19;2,32E+20;1,17E+23;2,73E+22;7,86E+21;5,40E+21;4,20E+21;4,98E+21;5,11E+21;6,06E+20;0.000000000000000000e+00;1,00E+18
9000000000000000000,00;0.000000000000000000e+00;1,30E+19;3,80E+19;4,02E+20;2,90E+24;9,98E+23;1,19E+23;1,28E+23;1,05E+22;1,75E+23;5,24E+22;9,34E+21;0.000000000000000000e+00;1,00E+18
9000000000000000000,00;0.000000000000000000e+00;1,70E+19;5,60E+19;-7,00E+19;8,12E+23;1,68E+23;1,47E+23;2,48E+23;4,69E+22;8,27E+22;2,60E+22;8,84E+21;0.000000000000000000e+00;1,00E+18
9000000000000000000,00;0.000000000000000000e+00;2,10E+19;5,60E+19;-2,49E+20;4,35E+23;1,85E+23;2,89E+22;2,02E+22;5,57E+21;2,19E+22;2,95E+22;3,01E+21;0.000000000000000000e+00;1,00E+18
9000000000000000000,00;0.000000000000000000e+00;2,30E+19;6,10E+19;3,09E+20;2,73E+24;1,18E+24;1,18E+23;7,86E+23;1,69E+23;3,01E+23;2,44E+23;5,41E+22;0.000000000000000000e+00;1,00E+18
9000000000000000000,00;0.000000000000000000e+00;1,60E+19;7,50E+19;-2,00E+19;2,47E+23;1,33E+23;1,00E+23;3,47E+22;4,56E+21;1,85E+22;5,64E+21;1,31E+21;0.000000000000000000e+00;1,00E+18
9000000000000000000,00;0.000000000000000000e+00;2,10E+19;6,60E+19;3,20E+19;1,34E+24;5,54E+22;3,14E+22;1,79E+22;1,23E+22;2,29E+22;1,07E+22;8,39E+20;0.000000000000000000e+00;1,00E+18
9000000000000000000,00;0.000000000000000000e+00;2,30E+19;7,50E+19;3,00E+18;1,15E+24;1,23E+23;5,91E+22;3,10E+22;3,89E+21;2,43E+22;2,37E+22;4,13E+21;0.000000000000000000e+00;1,00E+18
9000000000000000000,00;0.000000000000000000e+00;2,70E+19;8,30E+19;2,62E+20;1,54E+24;2,61E+22;2,70E+22;4,26E+22;7,51E+21;2,10E+22;1,97E+22;2,29E+21;0.000000000000000000e+00;1,00E+18
9000000000000000000,00;0.000000000000000000e+00;4,40E+19;7,70E+19;-6,50E+19;5,78E+23;6,03E+22;1,57E+22;3,93E+22;7,09E+21;4,92E+22;9,12E+21;1,44E+21;0.000000000000000000e+00;1,00E+18
9000000000000000000,00;0.000000000000000000e+00;4,00E+19;6,70E+19;3,10E+20;2,00E+24;1,52E+23;3,08E+22;1,64E+22;1,03E+22;2,72E+22;3,96E+22;6,10E+21;0.000000000000000000e+00;1,00E+18
9000000000000000000,00;0.000000000000000000e+00;4,10E+19;7,70E+19;-7,20E+19;1,63E+24;4,05E+22;5,28E+22;2,83E+22;5,67E+21;1,64E+22;9,14E+21;1,51E+21;0.000000000000000000e+00;1,00E+18
9000000000000000000,00;0.000000000000000000e+00;3,40E+19;7,70E+19;-6,00E+19;6,64E+23;2,20E+23;8,62E+22;3,55E+23;4,35E+22;6,23E+22;4,77E+22;8,64E+21;0.000000000000000000e+00;1,00E+18
9000000000000000000,00;0.000000000000000000e+00;2,00E+19;5,30E+19;1,24E+20;6,94E+23;3,52E+23;3,22E+21;1,04E+22;7,05E+21;4,05E+22;2,63E+22;2,82E+21;0.000000000000000000e+00;1,00E+18
9000000000000000000,00;0.000000000000000000e+00;1,60E+19;5,70E+19;2,78E+20;4,89E+23;1,52E+23;5,16E+22;1,81E+22;2,38E+22;1,94E+22;1,16E+22;1,53E+21;0.000000000000000000e+00;1,00E+18
9000000000000000000,00;0.000000000000000000e+00;2,10E+19;4,80E+19;1,20E+20;9,18E+23;8,76E+22;1,44E+22;4,35E+22;1,00E+22;3,89E+22;2,54E+22;4,33E+21;0.000000000000000000e+00;1,00E+18
9000000000000000000,00;0.000000000000000000e+00;2,10E+19;4,10E+19;-2,01E+20;8,54E+23;7,94E+22;3,15E+22;5,80E+22;4,13E+22;1,50E+22;1,72E+22;3,22E+21;0.000000000000000000e+00;1,00E+18
9000000000000000000,00;0.000000000000000000e+00;2,40E+19;6,90E+19;1,35E+20;9,09E+23;6,61E+22;3,27E+22;3,04E+22;1,28E+22;2,23E+22;1,31E+22;1,83E+21;0.000000000000000000e+00;1,00E+18
9000000000000000000,00;0.000000000000000000e+00;3,00E+19;7,00E+19;2,29E+20;6,07E+23;1,34E+23;6,30E+22;1,63E+22;9,47E+21;3,28E+22;1,17E+22;2,27E+21;0.000000000000000000e+00;1,00E+18
9000000000000000000,00;0.000000000000000000e+00;3,40E+19;6,40E+19;-1,06E+20;8,89E+22;2,69E+22;4,20E+21;4,81E+21;2,93E+21;1,28E+22;3,52E+21;3,84E+20;0.000000000000000000e+00;1,00E+18
9000000000000000000,00;0.000000000000000000e+00;4,00E+19;5,40E+19;-1,55E+20;1,70E+24;2,57E+24;1,65E+23;5,47E+23;1,06E+23;5,38E+23;1,45E+23;3,38E+22;0.000000000000000000e+00;1,00E+18
9000000000000000000,00;0.000000000000000000e+00;3,70E+19;5,10E+19;2,61E+20;6,66E+23;9,15E+22;2,05E+22;4,34E+22;3,25E+22;1,76E+22;1,30E+22;3,83E+21;0.000000000000000000e+00;1,00E+18
9000000000000000000,00;0.000000000000000000e+00;2,70E+19;4,00E+19;2,13E+20;7,52E+23;2,14E+23;2,22E+22;1,22E+22;9,71E+21;1,61E+22;1,16E+22;1,52E+21;0.000000000000000000e+00;1,00E+18
9000000000000000000,00;0.000000000000000000e+00;3,00E+19;4,80E+19;-1,80E+20;2,89E+24;3,74E+23;1,83E+23;1,29E+23;1,26E+22;3,06E+23;2,33E+22;3,94E+21;0.000000000000000000e+00;1,00E+18
9000000000000000000,00;0.000000000000000000e+00;4,70E+19;4,40E+19;-2,30E+19;2,97E+24;2,37E+23;4,27E+22;4,68E+22;8,13E+21;2,67E+23;2,74E+22;5,87E+21;0.000000000000000000e+00;1,00E+18
9000000000000000000,00;0.000000000000000000e+00;4,70E+19;4,10E+19;2,80E+20;7,27E+22;1,17E+23;5,65E+21;4,71E+22;1,25E+22;1,99E+22;9,98E+21;2,00E+21;0.000000000000000000e+00;1,00E+18
9000000000000000000,00;0.000000000000000000e+00;5,10E+19;5,10E+19;-3,50E+19;1,65E+24;3,19E+23;6,95E+22;9,23E+22;4,75E+22;5,54E+22;4,14E+22;8,59E+21;0.000000000000000000e+00;1,00E+18
9000000000000000000,00;0.000000000000000000e+00;5,10E+19;5,10E+19;4,30E+19;1,61E+24;1,77E+23;5,01E+22;3,22E+22;6,98E+21;2,56E+22;3,29E+22;1,74E+21;0.000000000000000000e+00;1,00E+18
9000000000000000000,00;0.000000000000000000e+00;4,70E+19;5,70E+19;6,70E+19;7,94E+23;2,24E+22;3,27E+22;9,26E+21;1,02E+22;1,57E+22;1,95E+22;4,17E+20;0.000000000000000000e+00;1,00E+18
9000000000000000000,00;0.000000000000000000e+00;3,70E+19;6,60E+19;8,90E+19;1,30E+23;2,29E+22;4,25E+21;1,15E+22;1,75E+21;1,35E+22;1,43E+21;8,82E+20;0.000000000000000000e+00;1,00E+18
9000000000000000000,00;0.000000000000000000e+00;4,30E+19;6,60E+19;1,65E+20;1,69E+23;2,05E+22;5,21E+21;2,82E+21;1,93E+21;5,79E+21;5,81E+21;4,75E+20;0.000000000000000000e+00;1,00E+18
9000000000000000000,00;0.000000000000000000e+00;4,30E+19;6,40E+19;9,80E+19;2,43E+24;4,57E+22;1,03E+22;4,42E+22;6,63E+21;1,24E+22;2,28E+22;3,20E+21;0.000000000000000000e+00;1,00E+18
9000000000000000000,00;0.000000000000000000e+00;3,70E+19;7,00E+19;-1,96E+20;4,41E+23;5,38E+22;3,97E+22;4,82E+22;3,08E+22;2,19E+22;1,04E+22;1,05E+22;0.000000000000000000e+00;1,00E+18
9000000000000000000,00;0.000000000000000000e+00;3,80E+19;8,30E+19;4,66E+20;2,23E+24;7,70E+23;8,44E+23;6,53E+23;1,10E+23;6,08E+23;3,60E+23;4,42E+22;0.000000000000000000e+00;1,00E+18
9000000000000000000,00;0.000000000000000000e+00;2,40E+19;8,10E+19;2,94E+20;1,34E+24;1,86E+23;3,36E+22;3,58E+22;2,73E+22;1,60E+22;7,83E+21;1,19E+21;0.000000000000000000e+00;1,00E+18
9000000000000000000,00;0.000000000000000000e+00;2,40E+19;8,10E+19;-4,00E+19;7,26E+23;1,06E+22;3,21E+21;2,57E+22;2,57E+21;3,83E+21;4,97E+21;4,83E+20;0.000000000000000000e+00;1,00E+18
9000000000000000000,00;0.000000000000000000e+00;3,50E+19;7,50E+19;-1,64E+20;1,88E+24;2,90E+22;2,69E+22;1,11E+22;2,75E+22;2,72E+22;1,75E+22;3,76E+21;0.000000000000000000e+00;1,00E+18
9000000000000000000,00;0.000000000000000000e+00;3,80E+19;6,60E+19;6,50E+19;5,97E+23;6,24E+22;9,21E+21;2,14E+22;1,04E+22;1,65E+22;1,42E+22;3,46E+21;0.000000000000000000e+00;1,00E+18
9000000000000000000,00;0.000000000000000000e+00;3,50E+19;5,70E+19;-1,96E+20;1,10E+24;7,76E+22;8,80E+21;3,43E+22;1,14E+22;2,07E+22;2,96E+22;3,27E+21;0.000000000000000000e+00;1,00E+18
9000000000000000000,00;0.000000000000000000e+00;5,00E+19;5,30E+19;-8,60E+19;5,94E+22;2,77E+22;1,31E+21;6,23E+21;3,17E+21;1,22E+22;3,63E+21;3,67E+20;0.000000000000000000e+00;1,00E+18
9000000000000000000,00;0.000000000000000000e+00;3,00E+19;5,00E+19;-1,13E+20;1,19E+24;5,66E+23;1,72E+23;5,15E+22;1,86E+22;4,90E+22;6,63E+22;6,74E+21;0.000000000000000000e+00;1,00E+18
9000000000000000000,00;0.000000000000000000e+00;3,00E+19;5,40E+19;-1,36E+20;1,02E+24;8,61E+22;5,92E+22;9,78E+21;5,43E+21;2,75E+22;1,41E+22;1,09E+21;0.000000000000000000e+00;1,00E+18
9000000000000000000,00;0.000000000000000000e+00;2,30E+19;5,40E+19;-5,90E+19;2,36E+23;6,17E+22;1,63E+22;9,27E+21;5,35E+21;6,21E+21;6,26E+21;2,52E+20;0.000000000000000000e+00;1,00E+18
9000000000000000000,00;0.000000000000000000e+00;1,00E+19;6,90E+19;-1,00E+19;1,18E+24;3,30E+23;6,68E+22;3,12E+23;2,32E+22;5,39E+22;1,04E+23;1,28E+22;0.000000000000000000e+00;1,00E+18
9000000000000000000,00;0.000000000000000000e+00;1,30E+19;7,70E+19;7,50E+19;1,38E+24;1,83E+23;1,06E+23;2,87E+22;4,07E+21;2,59E+22;1,66E+22;2,83E+21;0.000000000000000000e+00;1,00E+18
9000000000000000000,00;0.000000000000000000e+00;1,10E+19;6,90E+19;1,37E+20;1,68E+24;1,46E+24;1,76E+23;4,42E+23;1,11E+23;2,82E+23;2,05E+23;1,25E+22;0.000000000000000000e+00;1,00E+18
9000000000000000000,00;0.000000000000000000e+00;1,40E+19;6,60E+19;-6,17E+20;9,17E+23;1,22E+23;2,73E+22;1,21E+22;8,37E+21;1,80E+22;2,22E+22;1,69E+21;0.000000000000000000e+00;1,00E+18
9000000000000000000,00;0.000000000000000000e+00;1,10E+19;6,00E+19;1,49E+20;1,11E+24;1,59E+23;6,95E+22;1,74E+22;8,76E+21;1,46E+22;2,59E+22;2,04E+21;0.000000000000000000e+00;1,00E+18
9000000000000000000,00;0.000000000000000000e+00;2,00E+19;6,40E+19;-8,00E+18;6,19E+23;3,32E+22;4,00E+22;2,46E+22;5,93E+21;1,95E+22;3,93E+21;2,01E+21;0.000000000000000000e+00;1,00E+18
9000000000000000000,00;0.000000000000000000e+00;2,30E+19;6,60E+19;5,60E+19;2,22E+24;1,49E+23;1,58E+22;5,30E+22;4,14E+21;4,15E+22;8,10E+21;1,23E+21;0.000000000000000000e+00;1,00E+18
9000000000000000000,00;0.000000000000000000e+00;1,10E+19;5,40E+19;1,08E+20;5,80E+23;5,76E+23;1,71E+22;2,40E+22;6,89E+21;1,97E+22;2,22E+22;2,58E+21;0.000000000000000000e+00;1,00E+18
9000000000000000000,00;0.000000000000000000e+00;4,00E+18;2,90E+19;2,73E+20;5,84E+22;1,01E+23;1,98E+21;1,62E+21;3,12E+21;2,37E+21;4,05E+21;3,75E+20;0.000000000000000000e+00;1,00E+18
9000000000000000000,00;0.000000000000000000e+00;1,00E+18;2,10E+19;-5,20E+19;1,95E+24;2,26E+24;2,98E+23;1,02E+24;5,50E+23;2,73E+23;1,78E+23;2,76E+22;0.000000000000000000e+00;1,00E+18
9000000000000000000,00;0.000000000000000000e+00;1,00E+18;1,60E+19;-1,49E+20;2,02E+24;1,32E+23;1,29E+22;2,18E+22;7,02E+21;2,59E+22;2,11E+22;2,10E+21;0.000000000000000000e+00;1,00E+18
9000000000000000000,00;0.000000000000000000e+00;7,00E+18;3,00E+19;3,10E+20;1,61E+23;8,06E+22;1,78E+22;2,03E+22;2,11E+22;1,32E+22;1,34E+22;2,08E+21;0.000000000000000000e+00;1,00E+18
9000000000000000000,00;0.000000000000000000e+00;2,60E+19;4,80E+19;-1,90E+19;4,48E+23;1,49E+23;2,39E+22;1,55E+22;9,12E+21;3,57E+22;2,21E+22;2,07E+21;0.000000000000000000e+00;1,00E+18
9000000000000000000,00;0.000000000000000000e+00;2,70E+19;3,50E+19;-3,60E+19;2,98E+24;4,90E+23;2,45E+22;4,90E+22;2,77E+22;5,74E+22;2,45E+22;5,58E+21;0.000000000000000000e+00;1,00E+18
9000000000000000000,00;0.000000000000000000e+00;2,40E+19;5,00E+19;5,00E+19;8,97E+23;5,08E+22;3,09E+22;3,75E+22;1,40E+22;1,18E+22;1,55E+22;1,53E+21;0.000000000000000000e+00;1,00E+18
9000000000000000000,00;0.000000000000000000e+00;3,50E+19;5,40E+19;-1,71E+20;2,09E+24;8,63E+23;1,27E+23;8,13E+23;1,37E+23;6,10E+23;1,83E+23;1,30E+22;0.000000000000000000e+00;1,00E+18
9000000000000000000,00;0.000000000000000000e+00;3,50E+19;5,40E+19;-4,88E+20;3,12E+22;2,54E+21;1,34E+20;1,51E+21;5,25E+20;2,00E+21;7,87E+20;1,46E+20;0.000000000000000000e+00;1,00E+18
9000000000000000000,00;0.000000000000000000e+00;5,70E+19;5,00E+19;1,16E+20;9,32E+22;9,48E+21;1,22E+21;3,98E+21;4,38E+21;3,27E+22;8,90E+20;2,79E+20;0.000000000000000000e+00;1,00E+18
9000000000000000000,00;0.000000000000000000e+00;6,10E+19;6,30E+19;-2,00E+20;7,91E+22;2,37E+22;5,88E+21;1,24E+22;1,54E+21;6,17E+21;4,57E+21;3,29E+20;0.000000000000000000e+00;1,00E+18
9000000000000000000,00;0.000000000000000000e+00;6,10E+19;6,30E+19;-5,00E+19;4,41E+23;2,48E+22;1,08E+22;6,10E+21;3,73E+21;3,22E+21;6,36E+21;4,33E+20;0.000000000000000000e+00;1,00E+18
9000000000000000000,00;0.000000000000000000e+00;9,00E+19;4,80E+19;4,70E+20;6,59E+23;6,08E+21;3,50E+21;3,45E+21;1,88E+21;2,50E+22;5,56E+20;5,55E+20;0.000000000000000000e+00;1,00E+18
9000000000000000000,00;0.000000000000000000e+00;8,70E+19;4,80E+19;2,92E+20;2,07E+24;4,45E+22;1,04E+22;4,12E+22;1,96E+22;2,25E+22;8,57E+21;1,53E+21;0.000000000000000000e+00;1,00E+18
9000000000000000000,00;0.000000000000000000e+00;6,70E+19;6,30E+19;-3,15E+20;2,02E+24;2,16E+23;1,14E+23;9,49E+22;5,64E+22;1,23E+23;7,02E+22;1,30E+22;0.000000000000000000e+00;1,00E+18
9000000000000000000,00;0.000000000000000000e+00;6,30E+19;5,60E+19;-3,82E+20;1,90E+23;5,53E+22;1,71E+22;2,47E+21;5,41E+20;6,37E+21;4,03E+21;4,21E+20;0.000000000000000000e+00;1,00E+18
9000000000000000000,00;0.000000000000000000e+00;3,70E+19;6,10E+19;2,76E+20;1,88E+24;1,84E+24;4,31E+23;2,31E+23;1,55E+23;3,18E+23;2,65E+23;3,23E+22;0.000000000000000000e+00;1,00E+18
9000000000000000000,00;0.000000000000000000e+00;2,90E+19;5,70E+19;9,60E+19;1,92E+24;4,50E+23;1,20E+23;1,34E+23;5,40E+22;8,49E+22;2,88E+22;1,95E+22;0.000000000000000000e+00;1,00E+18
9000000000000000000,00;0.000000000000000000e+00;4,00E+19;4,70E+19;-2,11E+20;1,95E+24;3,66E+23;3,01E+22;8,05E+22;9,86E+21;4,09E+23;2,90E+22;7,07E+21;0.000000000000000000e+00;1,00E+18
9000000000000000000,00;0.000000000000000000e+00;5,40E+19;4,70E+19;-1,35E+20;3,79E+23;1,30E+23;1,43E+22;4,53E+22;7,31E+21;7,95E+22;9,02E+21;1,47E+21;0.000000000000000000e+00;1,00E+18
9000000000000000000,00;0.000000000000000000e+00;5,30E+19;5,10E+19;3,21E+20;8,59E+23;7,85E+22;3,85E+22;1,47E+22;7,25E+21;1,59E+22;2,26E+22;8,74E+20;0.000000000000000000e+00;1,00E+18
9000000000000000000,00;0.000000000000000000e+00;5,70E+19;6,10E+19;1,33E+20;3,01E+23;1,05E+22;1,75E+22;2,61E+22;9,98E+21;1,23E+22;2,01E+22;1,54E+21;0.000000000000000000e+00;1,00E+18
9000000000000000000,00;0.000000000000000000e+00;4,70E+19;7,40E+19;-6,50E+19;8,80E+23;7,28E+22;2,57E+22;3,01E+22;8,75E+21;2,99E+22;1,68E+22;2,14E+21;0.000000000000000000e+00;1,00E+18
9000000000000000000,00;0.000000000000000000e+00;4,40E+19;8,30E+19;-8,30E+19;2,16E+24;2,00E+23;9,30E+22;1,71E+23;1,01E+22;1,61E+23;5,70E+22;7,04E+21;0.000000000000000000e+00;1,00E+18
9000000000000000000,00;0.000000000000000000e+00;4,70E+19;7,80E+19;2,91E+20;8,33E+23;3,27E+23;1,31E+22;1,20E+23;4,70E+22;7,10E+22;5,69E+22;7,97E+21;0.000000000000000000e+00;1,00E+18
9000000000000000000,00;0.000000000000000000e+00;3,00E+19;5,40E+19;-7,60E+19;9,90E+23;1,03E+24;5,98E+22;6,26E+22;2,78E+22;4,54E+22;5,49E+22;8,13E+21;0.000000000000000000e+00;1,00E+18
9000000000000000000,00;0.000000000000000000e+00;2,40E+19;5,10E+19;4,00E+18;3,70E+23;7,51E+22;3,43E+22;1,63E+22;3,32E+22;1,51E+22;1,93E+22;2,74E+21;0.000000000000000000e+00;1,00E+18
9000000000000000000,00;0.000000000000000000e+00;1,60E+19;5,30E+19;-2,02E+20;1,41E+24;6,98E+23;4,27E+23;6,02E+23;2,06E+23;2,44E+23;2,50E+23;3,99E+22;0.000000000000000000e+00;1,00E+18
9000000000000000000,00;0.000000000000000000e+00;4,00E+18;6,30E+19;1,57E+20;5,30E+23;2,77E+23;1,38E+23;1,52E+23;1,93E+22;2,41E+22;3,65E+22;6,49E+21;0.000000000000000000e+00;1,00E+18
9000000000000000000,00;0.000000000000000000e+00;2,30E+19;7,70E+19;-1,98E+20;1,03E+24;4,20E+22;5,91E+21;2,19E+22;9,69E+21;2,08E+22;1,13E+22;1,10E+21;0.000000000000000000e+00;1,00E+18
9000000000000000000,00;0.000000000000000000e+00;2,40E+19;8,40E+19;1,53E+20;1,19E+24;3,68E+22;4,01E+22;1,56E+22;7,69E+21;1,31E+22;1,36E+22;1,85E+21;0.000000000000000000e+00;1,00E+18
9000000000000000000,00;0.000000000000000000e+00;2,30E+19;6,70E+19;7,00E+18;7,00E+23;3,82E+23;2,76E+22;4,25E+22;8,24E+21;4,80E+22;6,84E+21;1,97E+21;0.000000000000000000e+00;1,00E+18
9000000000000000000,00;0.000000000000000000e+00;3,50E+19;5,70E+19;6,50E+19;1,49E+23;9,22E+22;1,06E+22;3,37E+22;3,73E+21;2,13E+22;1,22E+22;8,61E+20;0.000000000000000000e+00;1,00E+18
9000000000000000000,00;0.000000000000000000e+00;3,80E+19;6,60E+19;-1,13E+20;3,44E+23;3,72E+22;4,13E+22;7,58E+22;1,81E+22;7,25E+22;9,16E+21;1,56E+21;0.000000000000000000e+00;1,00E+18
9000000000000000000,00;0.000000000000000000e+00;4,80E+19;5,30E+19;2,16E+20;8,24E+23;1,36E+23;2,55E+21;4,94E+22;8,51E+21;7,04E+22;2,39E+21;2,71E+21;0.000000000000000000e+00;1,00E+18
9000000000000000000,00;0.000000000000000000e+00;5,60E+19;5,10E+19;5,00E+19;8,91E+23;2,24E+23;6,21E+21;2,95E+22;5,76E+21;6,39E+22;1,27E+22;2,56E+21;0.000000000000000000e+00;1,00E+18
9000000000000000000,00;0.000000000000000000e+00;4,80E+19;5,10E+19;-4,40E+19;1,01E+24;1,34E+23;1,82E+22;3,68E+22;1,27E+22;1,11E+22;1,54E+22;2,26E+21;0.000000000000000000e+00;1,00E+18
9000000000000000000,00;0.000000000000000000e+00;2,90E+19;3,80E+19;-1,80E+19;6,26E+23;9,16E+23;1,66E+23;9,23E+22;1,87E+22;6,81E+22;8,21E+22;4,23E+21;0.000000000000000000e+00;1,00E+18
9000000000000000000,00;0.000000000000000000e+00;1,40E+19;4,40E+19;2,45E+20;4,74E+23;6,39E+22;1,82E+22;2,68E+22;2,82E+22;9,89E+21;2,86E+22;1,16E+21;0.000000000000000000e+00;1,00E+18
9000000000000000000,00;0.000000000000000000e+00;1,00E+19;5,00E+19;-2,42E+20;7,40E+23;1,93E+23;3,07E+22;2,12E+22;1,30E+22;3,24E+22;2,36E+22;1,56E+21;0.000000000000000000e+00;1,00E+18
9000000000000000000,00;0.000000000000000000e+00;2,10E+19;5,00E+19;-6,00E+19;1,28E+24;9,72E+22;2,39E+22;2,60E+22;1,72E+22;2,71E+22;3,74E+22;7,93E+20;0.000000000000000000e+00;1,00E+18
